,name,ratings,comments,views,tags
1620,Robin Nagle: What I discovered in New York City  trash,"[{'id': 8, 'name': 'Informative', 'count': 297}, {'id': 22, 'name': 'Fascinating', 'count': 90}, {'id': 10, 'name': 'Inspiring', 'count': 277}, {'id': 24, 'name': 'Persuasive', 'count': 180}, {'id': 25, 'name': 'OK', 'count': 120}, {'id': 3, 'name': 'Courageous', 'count': 67}, {'id': 1, 'name': 'Beautiful', 'count': 97}, {'id': 23, 'name': 'Jaw-dropping', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 26}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 9, 'name': 'Ingenious', 'count': 19}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 10}]",148,1628594,"['anthropology', 'business', 'culture', 'sanitation']"
1621,Grégoire Courtine: The paralyzed rat that walked,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 241}, {'id': 22, 'name': 'Fascinating', 'count': 245}, {'id': 10, 'name': 'Inspiring', 'count': 316}, {'id': 8, 'name': 'Informative', 'count': 82}, {'id': 3, 'name': 'Courageous', 'count': 51}, {'id': 9, 'name': 'Ingenious', 'count': 186}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 1, 'name': 'Beautiful', 'count': 50}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 0}]",156,926295,"['animals', 'biology', 'biotech', 'brain', 'cyborg', 'disability', 'health care', 'innovation', 'medical research', 'medicine', 'neuroscience', 'science', 'technology']"
1622,Mikko Hypponen: How the NSA betrayed the world's trust -- time to act,"[{'id': 8, 'name': 'Informative', 'count': 702}, {'id': 24, 'name': 'Persuasive', 'count': 495}, {'id': 3, 'name': 'Courageous', 'count': 431}, {'id': 25, 'name': 'OK', 'count': 52}, {'id': 22, 'name': 'Fascinating', 'count': 145}, {'id': 23, 'name': 'Jaw-dropping', 'count': 154}, {'id': 10, 'name': 'Inspiring', 'count': 196}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 1, 'name': 'Beautiful', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 42}, {'id': 21, 'name': 'Unconvincing', 'count': 47}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 10}]",515,1535238,"['Internet', 'Surveillance', 'computers', 'global issues', 'security', 'technology', 'terrorism']"
1623,Arthur Benjamin: The magic of Fibonacci numbers,"[{'id': 8, 'name': 'Informative', 'count': 898}, {'id': 22, 'name': 'Fascinating', 'count': 1050}, {'id': 26, 'name': 'Obnoxious', 'count': 37}, {'id': 10, 'name': 'Inspiring', 'count': 796}, {'id': 24, 'name': 'Persuasive', 'count': 125}, {'id': 7, 'name': 'Funny', 'count': 234}, {'id': 25, 'name': 'OK', 'count': 194}, {'id': 21, 'name': 'Unconvincing', 'count': 34}, {'id': 1, 'name': 'Beautiful', 'count': 451}, {'id': 9, 'name': 'Ingenious', 'count': 243}, {'id': 23, 'name': 'Jaw-dropping', 'count': 115}, {'id': 11, 'name': 'Longwinded', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 2, 'name': 'Confusing', 'count': 20}]",325,4376218,"['entertainment', 'magic', 'math']"
1624,Dambisa Moyo: Is China the new idol for emerging economies?,"[{'id': 21, 'name': 'Unconvincing', 'count': 101}, {'id': 2, 'name': 'Confusing', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 8, 'name': 'Informative', 'count': 434}, {'id': 23, 'name': 'Jaw-dropping', 'count': 47}, {'id': 10, 'name': 'Inspiring', 'count': 281}, {'id': 22, 'name': 'Fascinating', 'count': 175}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 3, 'name': 'Courageous', 'count': 132}, {'id': 1, 'name': 'Beautiful', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 413}, {'id': 9, 'name': 'Ingenious', 'count': 48}, {'id': 25, 'name': 'OK', 'count': 59}, {'id': 7, 'name': 'Funny', 'count': 9}]",833,2060055,"['Africa', 'Asia', 'china', 'democracy', 'economics', 'global issues', 'infrastructure', 'politics']"
1625,Chris Downey: Design with the blind in mind,"[{'id': 1, 'name': 'Beautiful', 'count': 116}, {'id': 3, 'name': 'Courageous', 'count': 108}, {'id': 10, 'name': 'Inspiring', 'count': 331}, {'id': 22, 'name': 'Fascinating', 'count': 71}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 8, 'name': 'Informative', 'count': 69}, {'id': 25, 'name': 'OK', 'count': 22}, {'id': 7, 'name': 'Funny', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 58}, {'id': 23, 'name': 'Jaw-dropping', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 3}]",100,970048,"['Blindness', 'Senses', 'agriculture', 'design', 'sight', 'urban planning']"
1626,Mohamed Ali: The link between unemployment and terrorism,"[{'id': 25, 'name': 'OK', 'count': 72}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 139}, {'id': 8, 'name': 'Informative', 'count': 151}, {'id': 3, 'name': 'Courageous', 'count': 100}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 33}, {'id': 10, 'name': 'Inspiring', 'count': 317}, {'id': 22, 'name': 'Fascinating', 'count': 67}, {'id': 1, 'name': 'Beautiful', 'count': 51}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 11, 'name': 'Longwinded', 'count': 1}]",209,1017789,"['Africa', 'entrepreneur', 'global issues', 'innovation', 'peace', 'violence']"
1627,Stefan Larsson: What doctors can learn from each other,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 24, 'name': 'Persuasive', 'count': 148}, {'id': 10, 'name': 'Inspiring', 'count': 141}, {'id': 8, 'name': 'Informative', 'count': 119}, {'id': 22, 'name': 'Fascinating', 'count': 56}, {'id': 9, 'name': 'Ingenious', 'count': 28}, {'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 1, 'name': 'Beautiful', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 4}]",126,848735,"['health', 'health care', 'medical research', 'public health']"
1628,Jane McGonigal: Massively multi-player… thumb-wrestling?,"[{'id': 7, 'name': 'Funny', 'count': 398}, {'id': 10, 'name': 'Inspiring', 'count': 96}, {'id': 21, 'name': 'Unconvincing', 'count': 22}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 1, 'name': 'Beautiful', 'count': 41}, {'id': 9, 'name': 'Ingenious', 'count': 77}, {'id': 22, 'name': 'Fascinating', 'count': 82}, {'id': 25, 'name': 'OK', 'count': 66}, {'id': 24, 'name': 'Persuasive', 'count': 19}, {'id': 8, 'name': 'Informative', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 6}]",147,1154880,"['entertainment', 'gaming', 'performance']"
1629,Lian Pin Koh: A drone's-eye view of conservation,"[{'id': 9, 'name': 'Ingenious', 'count': 115}, {'id': 8, 'name': 'Informative', 'count': 121}, {'id': 22, 'name': 'Fascinating', 'count': 99}, {'id': 24, 'name': 'Persuasive', 'count': 56}, {'id': 10, 'name': 'Inspiring', 'count': 108}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 10}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 23, 'name': 'Jaw-dropping', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 21, 'name': 'Unconvincing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",138,599368,"['animals', 'drones', 'global issues', 'sustainability']"
1630,Greg Asner: Ecology from the air,"[{'id': 1, 'name': 'Beautiful', 'count': 36}, {'id': 8, 'name': 'Informative', 'count': 182}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 72}, {'id': 10, 'name': 'Inspiring', 'count': 71}, {'id': 22, 'name': 'Fascinating', 'count': 150}, {'id': 9, 'name': 'Ingenious', 'count': 129}, {'id': 3, 'name': 'Courageous', 'count': 23}, {'id': 24, 'name': 'Persuasive', 'count': 52}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 1}, {'id': 7, 'name': 'Funny', 'count': 3}]",177,692579,"['Africa', 'Natural resources', 'animals', 'biodiversity', 'botany', 'climate change', 'conservation', 'drones', 'ecology', 'environment', 'green', 'map', 'mining', 'nature', 'photography', 'plants', 'science', 'technology', 'trees', 'visualizations', 'weather']"
1631,Henry Evans and Chad Jenkins: Meet the robots for humanity,"[{'id': 9, 'name': 'Ingenious', 'count': 105}, {'id': 10, 'name': 'Inspiring', 'count': 312}, {'id': 22, 'name': 'Fascinating', 'count': 151}, {'id': 3, 'name': 'Courageous', 'count': 114}, {'id': 1, 'name': 'Beautiful', 'count': 67}, {'id': 23, 'name': 'Jaw-dropping', 'count': 112}, {'id': 8, 'name': 'Informative', 'count': 56}, {'id': 24, 'name': 'Persuasive', 'count': 24}, {'id': 7, 'name': 'Funny', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 3}, {'id': 2, 'name': 'Confusing', 'count': 3}]",224,1203523,"['TEDx', 'culture', 'disability', 'technology']"
1632,Andreas Raptopoulos: No roads? There's a drone for that,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 68}, {'id': 9, 'name': 'Ingenious', 'count': 229}, {'id': 10, 'name': 'Inspiring', 'count': 182}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 8, 'name': 'Informative', 'count': 118}, {'id': 1, 'name': 'Beautiful', 'count': 9}, {'id': 22, 'name': 'Fascinating', 'count': 148}, {'id': 24, 'name': 'Persuasive', 'count': 81}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 25, 'name': 'OK', 'count': 22}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 2}]",291,992489,"['drones', 'infrastructure', 'technology', 'transportation']"
1633,"Peter Doolittle: How your ""working memory"" makes sense of the world","[{'id': 24, 'name': 'Persuasive', 'count': 155}, {'id': 22, 'name': 'Fascinating', 'count': 225}, {'id': 7, 'name': 'Funny', 'count': 229}, {'id': 8, 'name': 'Informative', 'count': 566}, {'id': 9, 'name': 'Ingenious', 'count': 64}, {'id': 21, 'name': 'Unconvincing', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 10, 'name': 'Inspiring', 'count': 195}, {'id': 25, 'name': 'OK', 'count': 127}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 41}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]",258,2030203,"['brain', 'cognitive science', 'consciousness', 'intelligence', 'memory', 'mind', 'neuroscience', 'productivity', 'psychology', 'science']"
1634,Jared Diamond: How societies can grow old better,"[{'id': 8, 'name': 'Informative', 'count': 225}, {'id': 11, 'name': 'Longwinded', 'count': 76}, {'id': 21, 'name': 'Unconvincing', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 100}, {'id': 22, 'name': 'Fascinating', 'count': 68}, {'id': 3, 'name': 'Courageous', 'count': 25}, {'id': 10, 'name': 'Inspiring', 'count': 97}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 52}, {'id': 1, 'name': 'Beautiful', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 23, 'name': 'Jaw-dropping', 'count': 5}]",182,923663,"['aging', 'culture', 'social change']"
1635,Suzana Herculano-Houzel: What is so special about the human brain?,"[{'id': 24, 'name': 'Persuasive', 'count': 476}, {'id': 22, 'name': 'Fascinating', 'count': 1362}, {'id': 8, 'name': 'Informative', 'count': 1404}, {'id': 23, 'name': 'Jaw-dropping', 'count': 270}, {'id': 9, 'name': 'Ingenious', 'count': 370}, {'id': 10, 'name': 'Inspiring', 'count': 274}, {'id': 7, 'name': 'Funny', 'count': 96}, {'id': 3, 'name': 'Courageous', 'count': 40}, {'id': 21, 'name': 'Unconvincing', 'count': 107}, {'id': 25, 'name': 'OK', 'count': 85}, {'id': 2, 'name': 'Confusing', 'count': 37}, {'id': 26, 'name': 'Obnoxious', 'count': 25}, {'id': 11, 'name': 'Longwinded', 'count': 56}, {'id': 1, 'name': 'Beautiful', 'count': 115}]",992,2454860,"['Brazil', 'brain', 'evolution', 'neuroscience']"
1636,David Steindl-Rast: Want to be happy? Be grateful,"[{'id': 1, 'name': 'Beautiful', 'count': 1732}, {'id': 10, 'name': 'Inspiring', 'count': 3065}, {'id': 24, 'name': 'Persuasive', 'count': 662}, {'id': 22, 'name': 'Fascinating', 'count': 418}, {'id': 25, 'name': 'OK', 'count': 168}, {'id': 11, 'name': 'Longwinded', 'count': 111}, {'id': 3, 'name': 'Courageous', 'count': 211}, {'id': 8, 'name': 'Informative', 'count': 219}, {'id': 9, 'name': 'Ingenious', 'count': 101}, {'id': 21, 'name': 'Unconvincing', 'count': 69}, {'id': 26, 'name': 'Obnoxious', 'count': 22}, {'id': 23, 'name': 'Jaw-dropping', 'count': 62}, {'id': 2, 'name': 'Confusing', 'count': 19}, {'id': 7, 'name': 'Funny', 'count': 27}]",582,5893321,"['culture', 'faith', 'happiness']"
1637,Toby Eccles: Invest in social change,"[{'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 9, 'name': 'Ingenious', 'count': 86}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 10, 'name': 'Inspiring', 'count': 102}, {'id': 8, 'name': 'Informative', 'count': 84}, {'id': 24, 'name': 'Persuasive', 'count': 97}, {'id': 22, 'name': 'Fascinating', 'count': 40}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 25, 'name': 'OK', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 3}]",217,921788,"['business', 'economics', 'social change']"
1638,Geraldine Hamilton: Body parts on a chip,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 274}, {'id': 9, 'name': 'Ingenious', 'count': 355}, {'id': 22, 'name': 'Fascinating', 'count': 418}, {'id': 8, 'name': 'Informative', 'count': 219}, {'id': 10, 'name': 'Inspiring', 'count': 161}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 24, 'name': 'Persuasive', 'count': 39}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 3, 'name': 'Courageous', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 8}]",247,1511694,"['TEDx', 'biology', 'illness', 'medical research']"
1639,Sally Kohn: Let’s try emotional correctness,"[{'id': 1, 'name': 'Beautiful', 'count': 249}, {'id': 3, 'name': 'Courageous', 'count': 338}, {'id': 10, 'name': 'Inspiring', 'count': 773}, {'id': 24, 'name': 'Persuasive', 'count': 442}, {'id': 25, 'name': 'OK', 'count': 116}, {'id': 22, 'name': 'Fascinating', 'count': 75}, {'id': 8, 'name': 'Informative', 'count': 151}, {'id': 7, 'name': 'Funny', 'count': 180}, {'id': 9, 'name': 'Ingenious', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 69}, {'id': 26, 'name': 'Obnoxious', 'count': 27}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}]",507,1822907,"['entertainment', 'journalism', 'media', 'news', 'politics']"
1640,David Lang: My underwater robot,"[{'id': 9, 'name': 'Ingenious', 'count': 145}, {'id': 10, 'name': 'Inspiring', 'count': 152}, {'id': 25, 'name': 'OK', 'count': 58}, {'id': 22, 'name': 'Fascinating', 'count': 77}, {'id': 24, 'name': 'Persuasive', 'count': 16}, {'id': 8, 'name': 'Informative', 'count': 64}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 13}, {'id': 3, 'name': 'Courageous', 'count': 18}, {'id': 1, 'name': 'Beautiful', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]",162,1225960,"['TED Fellows', 'adventure', 'exploration', 'oceans', 'open-source', 'robots', 'technology']"
1641,Enrique Peñalosa: Why buses represent democracy in action,"[{'id': 9, 'name': 'Ingenious', 'count': 162}, {'id': 10, 'name': 'Inspiring', 'count': 396}, {'id': 22, 'name': 'Fascinating', 'count': 135}, {'id': 8, 'name': 'Informative', 'count': 202}, {'id': 24, 'name': 'Persuasive', 'count': 302}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 58}, {'id': 1, 'name': 'Beautiful', 'count': 37}, {'id': 3, 'name': 'Courageous', 'count': 83}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 14}]",253,871452,"['South America', 'cities', 'design', 'infrastructure', 'sustainability']"
1642,Boyd Varty: What I learned from Nelson Mandela,"[{'id': 25, 'name': 'OK', 'count': 81}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 10, 'name': 'Inspiring', 'count': 776}, {'id': 1, 'name': 'Beautiful', 'count': 553}, {'id': 22, 'name': 'Fascinating', 'count': 205}, {'id': 7, 'name': 'Funny', 'count': 75}, {'id': 24, 'name': 'Persuasive', 'count': 61}, {'id': 3, 'name': 'Courageous', 'count': 100}, {'id': 8, 'name': 'Informative', 'count': 68}, {'id': 23, 'name': 'Jaw-dropping', 'count': 36}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 5}]",265,1585575,"['Africa', 'culture', 'nature']"
1643,Diébédo Francis Kéré: How to build with clay ... and community,"[{'id': 9, 'name': 'Ingenious', 'count': 174}, {'id': 3, 'name': 'Courageous', 'count': 114}, {'id': 10, 'name': 'Inspiring', 'count': 521}, {'id': 22, 'name': 'Fascinating', 'count': 136}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 49}, {'id': 1, 'name': 'Beautiful', 'count': 193}, {'id': 8, 'name': 'Informative', 'count': 48}, {'id': 7, 'name': 'Funny', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 1}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 3}]",156,900115,"['Africa', 'architecture', 'sustainability']"
1644,Eddy Cartaya: My glacier cave discoveries,"[{'id': 3, 'name': 'Courageous', 'count': 21}, {'id': 22, 'name': 'Fascinating', 'count': 144}, {'id': 1, 'name': 'Beautiful', 'count': 93}, {'id': 23, 'name': 'Jaw-dropping', 'count': 23}, {'id': 8, 'name': 'Informative', 'count': 84}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 10, 'name': 'Inspiring', 'count': 66}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 2}, {'id': 24, 'name': 'Persuasive', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 7, 'name': 'Funny', 'count': 1}]",80,666996,"['TEDYouth', 'exploration']"
1645,Stephen Cave: The 4 stories we tell ourselves about death,"[{'id': 21, 'name': 'Unconvincing', 'count': 190}, {'id': 25, 'name': 'OK', 'count': 154}, {'id': 26, 'name': 'Obnoxious', 'count': 34}, {'id': 1, 'name': 'Beautiful', 'count': 239}, {'id': 24, 'name': 'Persuasive', 'count': 270}, {'id': 10, 'name': 'Inspiring', 'count': 664}, {'id': 8, 'name': 'Informative', 'count': 250}, {'id': 22, 'name': 'Fascinating', 'count': 422}, {'id': 3, 'name': 'Courageous', 'count': 163}, {'id': 11, 'name': 'Longwinded', 'count': 63}, {'id': 9, 'name': 'Ingenious', 'count': 127}, {'id': 23, 'name': 'Jaw-dropping', 'count': 46}, {'id': 7, 'name': 'Funny', 'count': 33}, {'id': 2, 'name': 'Confusing', 'count': 11}]",594,2255033,"['TEDx', 'culture', 'death', 'history', 'humanity', 'philosophy']"
1646,Rose George: Inside the secret shipping industry,"[{'id': 8, 'name': 'Informative', 'count': 515}, {'id': 22, 'name': 'Fascinating', 'count': 168}, {'id': 11, 'name': 'Longwinded', 'count': 40}, {'id': 25, 'name': 'OK', 'count': 114}, {'id': 9, 'name': 'Ingenious', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 84}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 10, 'name': 'Inspiring', 'count': 74}, {'id': 3, 'name': 'Courageous', 'count': 36}, {'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 11}]",89,1430350,"['consumerism', 'culture', 'transportation']"
1647,Toni Griffin: A new vision for rebuilding Detroit,"[{'id': 25, 'name': 'OK', 'count': 46}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 24}, {'id': 8, 'name': 'Informative', 'count': 83}, {'id': 10, 'name': 'Inspiring', 'count': 47}, {'id': 22, 'name': 'Fascinating', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 3, 'name': 'Courageous', 'count': 27}, {'id': 1, 'name': 'Beautiful', 'count': 5}, {'id': 23, 'name': 'Jaw-dropping', 'count': 3}, {'id': 9, 'name': 'Ingenious', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 3}]",178,826744,"['business', 'cities', 'culture', 'infrastructure']"
1648,Marco Annunziata: Welcome to the age of the industrial internet,"[{'id': 8, 'name': 'Informative', 'count': 286}, {'id': 9, 'name': 'Ingenious', 'count': 53}, {'id': 22, 'name': 'Fascinating', 'count': 130}, {'id': 21, 'name': 'Unconvincing', 'count': 68}, {'id': 10, 'name': 'Inspiring', 'count': 135}, {'id': 24, 'name': 'Persuasive', 'count': 63}, {'id': 25, 'name': 'OK', 'count': 60}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 3, 'name': 'Courageous', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 12}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 1}]",114,1429564,"['economics', 'infrastructure', 'technology']"
1649,"Andrew Solomon: Depression, the secret we share","[{'id': 3, 'name': 'Courageous', 'count': 3178}, {'id': 10, 'name': 'Inspiring', 'count': 4031}, {'id': 22, 'name': 'Fascinating', 'count': 1253}, {'id': 8, 'name': 'Informative', 'count': 2227}, {'id': 2, 'name': 'Confusing', 'count': 34}, {'id': 1, 'name': 'Beautiful', 'count': 1710}, {'id': 9, 'name': 'Ingenious', 'count': 171}, {'id': 24, 'name': 'Persuasive', 'count': 442}, {'id': 23, 'name': 'Jaw-dropping', 'count': 282}, {'id': 25, 'name': 'OK', 'count': 145}, {'id': 21, 'name': 'Unconvincing', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 30}, {'id': 7, 'name': 'Funny', 'count': 142}, {'id': 11, 'name': 'Longwinded', 'count': 112}]",767,7265611,"['TEDx', 'culture', 'depression', 'medicine', 'mental health', 'suicide']"
1650,Krista Donaldson: The $80 prosthetic knee that's changing lives,"[{'id': 10, 'name': 'Inspiring', 'count': 164}, {'id': 9, 'name': 'Ingenious', 'count': 108}, {'id': 22, 'name': 'Fascinating', 'count': 53}, {'id': 1, 'name': 'Beautiful', 'count': 29}, {'id': 8, 'name': 'Informative', 'count': 95}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 24, 'name': 'Persuasive', 'count': 20}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 21, 'name': 'Unconvincing', 'count': 1}]",137,954702,"['design', 'innovation']"
